Sentence,Token,Filename
647,combined,2018_Wireless Postpaid Questionnaire - Jan29.json
647,with,2018_Wireless Postpaid Questionnaire - Jan29.json
647,those,2018_Wireless Postpaid Questionnaire - Jan29.json
647,of,2018_Wireless Postpaid Questionnaire - Jan29.json
647,other,2018_Wireless Postpaid Questionnaire - Jan29.json
647,customers.,2018_Wireless Postpaid Questionnaire - Jan29.json
647,May,2018_Wireless Postpaid Questionnaire - Jan29.json
647,we,2018_Wireless Postpaid Questionnaire - Jan29.json
647,also,2018_Wireless Postpaid Questionnaire - Jan29.json
647,have,2018_Wireless Postpaid Questionnaire - Jan29.json
647,your,2018_Wireless Postpaid Questionnaire - Jan29.json
647,permission,2018_Wireless Postpaid Questionnaire - Jan29.json
647,to,2018_Wireless Postpaid Questionnaire - Jan29.json
647,provide,2018_Wireless Postpaid Questionnaire - Jan29.json
647,Rogers,2018_Wireless Postpaid Questionnaire - Jan29.json
647,with,2018_Wireless Postpaid Questionnaire - Jan29.json
647,your,2018_Wireless Postpaid Questionnaire - Jan29.json
647,individual,2018_Wireless Postpaid Questionnaire - Jan29.json
647,survey,2018_Wireless Postpaid Questionnaire - Jan29.json
647,answers,2018_Wireless Postpaid Questionnaire - Jan29.json
647,for,2018_Wireless Postpaid Questionnaire - Jan29.json
647,analysis,2018_Wireless Postpaid Questionnaire - Jan29.json
647,purposes?,2018_Wireless Postpaid Questionnaire - Jan29.json
647,[IF,2018_Wireless Postpaid Questionnaire - Jan29.json
647,RESPONDENT,2018_Wireless Postpaid Questionnaire - Jan29.json
647,DOES,2018_Wireless Postpaid Questionnaire - Jan29.json
647,NOT,2018_Wireless Postpaid Questionnaire - Jan29.json
647,UNDERSTAND,2018_Wireless Postpaid Questionnaire - Jan29.json
647,THE,2018_Wireless Postpaid Questionnaire - Jan29.json
647,"QUESTION,",2018_Wireless Postpaid Questionnaire - Jan29.json
647,CLARIFY:,2018_Wireless Postpaid Questionnaire - Jan29.json
647,Would,2018_Wireless Postpaid Questionnaire - Jan29.json
647,you,2018_Wireless Postpaid Questionnaire - Jan29.json
647,allow,2018_Wireless Postpaid Questionnaire - Jan29.json
647,us,2018_Wireless Postpaid Questionnaire - Jan29.json
647,to,2018_Wireless Postpaid Questionnaire - Jan29.json
647,give,2018_Wireless Postpaid Questionnaire - Jan29.json
647,your,2018_Wireless Postpaid Questionnaire - Jan29.json
647,answers,2018_Wireless Postpaid Questionnaire - Jan29.json
647,to,2018_Wireless Postpaid Questionnaire - Jan29.json
647,this,2018_Wireless Postpaid Questionnaire - Jan29.json
647,survey,2018_Wireless Postpaid Questionnaire - Jan29.json
647,to,2018_Wireless Postpaid Questionnaire - Jan29.json
647,Rogers,2018_Wireless Postpaid Questionnaire - Jan29.json
647,to,2018_Wireless Postpaid Questionnaire - Jan29.json
647,help,2018_Wireless Postpaid Questionnaire - Jan29.json
647,them,2018_Wireless Postpaid Questionnaire - Jan29.json
647,better,2018_Wireless Postpaid Questionnaire - Jan29.json
647,understand,2018_Wireless Postpaid Questionnaire - Jan29.json
647,your,2018_Wireless Postpaid Questionnaire - Jan29.json
647,concerns?,2018_Wireless Postpaid Questionnaire - Jan29.json
648,Yes,2018_Wireless Postpaid Questionnaire - Jan29.json
648,			1,2018_Wireless Postpaid Questionnaire - Jan29.json
649,No			2,2018_Wireless Postpaid Questionnaire - Jan29.json
650,Thank,2018_Wireless Postpaid Questionnaire - Jan29.json
650,you,2018_Wireless Postpaid Questionnaire - Jan29.json
650,very,2018_Wireless Postpaid Questionnaire - Jan29.json
650,much,2018_Wireless Postpaid Questionnaire - Jan29.json
650,for,2018_Wireless Postpaid Questionnaire - Jan29.json
650,sharing,2018_Wireless Postpaid Questionnaire - Jan29.json
650,your,2018_Wireless Postpaid Questionnaire - Jan29.json
650,opinions,2018_Wireless Postpaid Questionnaire - Jan29.json
650,with,2018_Wireless Postpaid Questionnaire - Jan29.json
650,me,2018_Wireless Postpaid Questionnaire - Jan29.json
650,today.,2018_Wireless Postpaid Questionnaire - Jan29.json
650,Have,2018_Wireless Postpaid Questionnaire - Jan29.json
650,a,2018_Wireless Postpaid Questionnaire - Jan29.json
650,good,2018_Wireless Postpaid Questionnaire - Jan29.json
650,day/evening.,2018_Wireless Postpaid Questionnaire - Jan29.json
651,NOTE:,2018_Wireless Postpaid Questionnaire - Jan29.json
651,Append,2018_Wireless Postpaid Questionnaire - Jan29.json
651,"""In",2018_Wireless Postpaid Questionnaire - Jan29.json
651,Cable,2018_Wireless Postpaid Questionnaire - Jan29.json
651,"Footprint""",2018_Wireless Postpaid Questionnaire - Jan29.json
651,and,2018_Wireless Postpaid Questionnaire - Jan29.json
651,"""Out",2018_Wireless Postpaid Questionnaire - Jan29.json
651,of,2018_Wireless Postpaid Questionnaire - Jan29.json
651,Cable,2018_Wireless Postpaid Questionnaire - Jan29.json
651,"Footprint""",2018_Wireless Postpaid Questionnaire - Jan29.json
651,from,2018_Wireless Postpaid Questionnaire - Jan29.json
651,sample,2018_Wireless Postpaid Questionnaire - Jan29.json
651,file,2018_Wireless Postpaid Questionnaire - Jan29.json
652,Appended,2018_Wireless Postpaid Questionnaire - Jan29.json
652,variables:,2018_Wireless Postpaid Questionnaire - Jan29.json
653,Sample,2018_Wireless Postpaid Questionnaire - Jan29.json
653,File:,2018_Wireless Postpaid Questionnaire - Jan29.json
653,Roger,2018_Wireless Postpaid Questionnaire - Jan29.json
653,Wireless,2018_Wireless Postpaid Questionnaire - Jan29.json
653,Postpaid,2018_Wireless Postpaid Questionnaire - Jan29.json
653,Sample,2018_Wireless Postpaid Questionnaire - Jan29.json
654,Region:,2018_Wireless Postpaid Questionnaire - Jan29.json
654,Column,2018_Wireless Postpaid Questionnaire - Jan29.json
654,Z,2018_Wireless Postpaid Questionnaire - Jan29.json
1,"ï»¿Hello,",373395_Questionnaire.json
1,I'm,373395_Questionnaire.json
1,___,373395_Questionnaire.json
1,from,373395_Questionnaire.json
1,The,373395_Questionnaire.json
1,Logit,373395_Questionnaire.json
1,Group.,373395_Questionnaire.json
1,We,373395_Questionnaire.json
1,are,373395_Questionnaire.json
1,conducting,373395_Questionnaire.json
1,brief,373395_Questionnaire.json
1,market,373395_Questionnaire.json
1,research,373395_Questionnaire.json
1,interviews,373395_Questionnaire.json
1,with,373395_Questionnaire.json
1,small,373395_Questionnaire.json
1,business,373395_Questionnaire.json
1,owners,373395_Questionnaire.json
1,about,373395_Questionnaire.json
1,payment,373395_Questionnaire.json
1,methods.,373395_Questionnaire.json
1,This,373395_Questionnaire.json
1,would,373395_Questionnaire.json
1,require,373395_Questionnaire.json
1,approximately,373395_Questionnaire.json
1,[15-minutes],373395_Questionnaire.json
1,of,373395_Questionnaire.json
1,your,373395_Questionnaire.json
1,time.,373395_Questionnaire.json
1,If,373395_Questionnaire.json
1,you,373395_Questionnaire.json
1,qualify,373395_Questionnaire.json
1,for,373395_Questionnaire.json
1,and,373395_Questionnaire.json
1,complete,373395_Questionnaire.json
1,the,373395_Questionnaire.json
1,"survey,",373395_Questionnaire.json
1,you,373395_Questionnaire.json
1,will,373395_Questionnaire.json
1,be,373395_Questionnaire.json
1,entered,373395_Questionnaire.json
1,to,373395_Questionnaire.json
1,win,373395_Questionnaire.json
1,one,373395_Questionnaire.json
1,of,373395_Questionnaire.json
1,three,373395_Questionnaire.json
1,"$1,000",373395_Questionnaire.json
1,cash,373395_Questionnaire.json
1,prizes,373395_Questionnaire.json
1,just,373395_Questionnaire.json
1,for,373395_Questionnaire.json
1,participating.,373395_Questionnaire.json
1,Are,373395_Questionnaire.json
1,you,373395_Questionnaire.json
1,able,373395_Questionnaire.json
1,to,373395_Questionnaire.json
1,participate,373395_Questionnaire.json
1,now?,373395_Questionnaire.json
2,If,373395_Questionnaire.json
2,necessary:,373395_Questionnaire.json
2,We,373395_Questionnaire.json
2,are,373395_Questionnaire.json
2,not,373395_Questionnaire.json
2,trying,373395_Questionnaire.json
2,to,373395_Questionnaire.json
2,sell,373395_Questionnaire.json
2,you,373395_Questionnaire.json
2,anything,373395_Questionnaire.json
2,-,373395_Questionnaire.json
2,this,373395_Questionnaire.json
2,is,373395_Questionnaire.json
2,strictly,373395_Questionnaire.json
2,a,373395_Questionnaire.json
2,research,373395_Questionnaire.json
2,survey,373395_Questionnaire.json
2,and,373395_Questionnaire.json
2,your,373395_Questionnaire.json
2,responses,373395_Questionnaire.json
2,will,373395_Questionnaire.json
2,be,373395_Questionnaire.json
2,kept,373395_Questionnaire.json
2,confidential.,373395_Questionnaire.json
2,This,373395_Questionnaire.json
2,will,373395_Questionnaire.json
2,in,373395_Questionnaire.json
2,no,373395_Questionnaire.json
2,way,373395_Questionnaire.json
2,result,373395_Questionnaire.json
2,in,373395_Questionnaire.json
2,an,373395_Questionnaire.json
2,attempt,373395_Questionnaire.json
2,to,373395_Questionnaire.json
2,sell,373395_Questionnaire.json
2,you,373395_Questionnaire.json
2,services,373395_Questionnaire.json
2,regarding,373395_Questionnaire.json
2,your,373395_Questionnaire.json
2,payment,373395_Questionnaire.json
2,methods.,373395_Questionnaire.json
3,*,373395_Questionnaire.json
3,Yes,373395_Questionnaire.json
4,*,373395_Questionnaire.json
4,No,373395_Questionnaire.json
4,-,373395_Questionnaire.json
4,IF,373395_Questionnaire.json
4,NO:,373395_Questionnaire.json
4,Is,373395_Questionnaire.json
4,there,373395_Questionnaire.json
4,another,373395_Questionnaire.json
4,time,373395_Questionnaire.json
4,we,373395_Questionnaire.json
4,could,373395_Questionnaire.json
4,schedule,373395_Questionnaire.json
4,that,373395_Questionnaire.json
4,would,373395_Questionnaire.json
4,work,373395_Questionnaire.json
4,better,373395_Questionnaire.json
4,for,373395_Questionnaire.json
4,you?,373395_Questionnaire.json
5,*,373395_Questionnaire.json
5,Yes,373395_Questionnaire.json
5,-,373395_Questionnaire.json
5,RESCHEDULE,373395_Questionnaire.json
6,*,373395_Questionnaire.json
6,No,373395_Questionnaire.json
6,-,373395_Questionnaire.json
6,TERMINATE,373395_Questionnaire.json
7,Record:		Male		1,373395_Questionnaire.json
8,Female		2,373395_Questionnaire.json
9,S1.,373395_Questionnaire.json
9,Who,373395_Questionnaire.json
9,in,373395_Questionnaire.json
9,your,373395_Questionnaire.json
9,business,373395_Questionnaire.json
9,is,373395_Questionnaire.json
9,the,373395_Questionnaire.json
9,decision,373395_Questionnaire.json
9,maker,373395_Questionnaire.json
9,when,373395_Questionnaire.json
9,it,373395_Questionnaire.json
9,comes,373395_Questionnaire.json
9,to,373395_Questionnaire.json
9,deciding,373395_Questionnaire.json
9,the,373395_Questionnaire.json
9,ways,373395_Questionnaire.json
9,in,373395_Questionnaire.json
9,which,373395_Questionnaire.json
9,your,373395_Questionnaire.json
9,customers,373395_Questionnaire.json
9,are,373395_Questionnaire.json
9,able,373395_Questionnaire.json
9,to,373395_Questionnaire.json
9,pay?,373395_Questionnaire.json
9,[PN:,373395_Questionnaire.json
9,Interview,373395_Questionnaire.json
9,read,373395_Questionnaire.json
9,as,373395_Questionnaire.json
9,needed:,373395_Questionnaire.json
9,Payment,373395_Questionnaire.json
9,methods,373395_Questionnaire.json
9,refers,373395_Questionnaire.json
9,to,373395_Questionnaire.json
9,credit,373395_Questionnaire.json
9,"cards,",373395_Questionnaire.json
9,"cash,",373395_Questionnaire.json
9,debit,373395_Questionnaire.json
9,cards,373395_Questionnaire.json
9,etc.],373395_Questionnaire.json
10,SINGLE,373395_Questionnaire.json
10,SELECTION,373395_Questionnaire.json
11,*,373395_Questionnaire.json
11,I,373395_Questionnaire.json
11,am,373395_Questionnaire.json
11,solely,373395_Questionnaire.json
12,*,373395_Questionnaire.json
12,Myself,373395_Questionnaire.json
12,and,373395_Questionnaire.json
12,someone,373395_Questionnaire.json
12,else,373395_Questionnaire.json
12,equally,373395_Questionnaire.json
13,*,373395_Questionnaire.json
13,Someone,373395_Questionnaire.json
13,else,373395_Questionnaire.json
13,-,373395_Questionnaire.json
13,Can,373395_Questionnaire.json
13,we,373395_Questionnaire.json
13,speak,373395_Questionnaire.json
13,with,373395_Questionnaire.json
13,them?,373395_Questionnaire.json
13,RETURN,373395_Questionnaire.json
13,TO,373395_Questionnaire.json
13,INTRO,373395_Questionnaire.json
14,Q4.,373395_Questionnaire.json
14,How,373395_Questionnaire.json
14,many,373395_Questionnaire.json
14,payment,373395_Questionnaire.json
14,terminals,373395_Questionnaire.json
14,do,373395_Questionnaire.json
14,you,373395_Questionnaire.json
14,have,373395_Questionnaire.json
14,in,373395_Questionnaire.json
14,your,373395_Questionnaire.json
14,business?,373395_Questionnaire.json
14,I'm,373395_Questionnaire.json
14,referring,373395_Questionnaire.json
14,to,373395_Questionnaire.json
14,the,373395_Questionnaire.json
14,machines,373395_Questionnaire.json
14,or,373395_Questionnaire.json
14,interfaces,373395_Questionnaire.json
14,that,373395_Questionnaire.json
14,process,373395_Questionnaire.json
14,debit,373395_Questionnaire.json
14,and,373395_Questionnaire.json
14,credit,373395_Questionnaire.json
14,card,373395_Questionnaire.json
14,transactions.,373395_Questionnaire.json
15,DO,373395_Questionnaire.json
15,NOT,373395_Questionnaire.json
15,READ,373395_Questionnaire.json
15,LIST,373395_Questionnaire.json
16,SINGLE,373395_Questionnaire.json
16,SELECTION,373395_Questionnaire.json
17,*,373395_Questionnaire.json
17,0,373395_Questionnaire.json
18,*,373395_Questionnaire.json
18,1,373395_Questionnaire.json
19,*,373395_Questionnaire.json
19,2,373395_Questionnaire.json
20,*,373395_Questionnaire.json
20,3,373395_Questionnaire.json
21,*,373395_Questionnaire.json
21,4,373395_Questionnaire.json
22,*,373395_Questionnaire.json
22,5+,373395_Questionnaire.json
23,S2.,373395_Questionnaire.json
23,Which,373395_Questionnaire.json
23,forms,373395_Questionnaire.json
23,of,373395_Questionnaire.json
23,payment,373395_Questionnaire.json
23,does,373395_Questionnaire.json
23,your,373395_Questionnaire.json
23,business,373395_Questionnaire.json
23,currently,373395_Questionnaire.json
23,accept,373395_Questionnaire.json
23,from,373395_Questionnaire.json
23,customers?,373395_Questionnaire.json
24,MULTIPLE,373395_Questionnaire.json
24,SELECTION,373395_Questionnaire.json
25,*,373395_Questionnaire.json
25,Credit,373395_Questionnaire.json
25,cards,373395_Questionnaire.json
26,*,373395_Questionnaire.json
26,Debit,373395_Questionnaire.json
26,cards,373395_Questionnaire.json
26,-,373395_Questionnaire.json
26,ALL,373395_Questionnaire.json
26,MUST,373395_Questionnaire.json
26,MENTION,373395_Questionnaire.json
27,*,373395_Questionnaire.json
27,Cash,373395_Questionnaire.json
28,*,373395_Questionnaire.json
28,Other,373395_Questionnaire.json
28,-,373395_Questionnaire.json
28,TYPE,373395_Questionnaire.json
28,BUT,373395_Questionnaire.json
28,DON'T,373395_Questionnaire.json
28,CODE,373395_Questionnaire.json
29,S3.,373395_Questionnaire.json
29,Have,373395_Questionnaire.json
29,you,373395_Questionnaire.json
29,ever,373395_Questionnaire.json
29,heard,373395_Questionnaire.json
29,"of,",373395_Questionnaire.json
29,or,373395_Questionnaire.json
29,are,373395_Questionnaire.json
29,you,373395_Questionnaire.json
29,aware,373395_Questionnaire.json
29,of,373395_Questionnaire.json
29,INTERAC,373395_Questionnaire.json
29,Flash?,373395_Questionnaire.json
29,You,373395_Questionnaire.json
29,may,373395_Questionnaire.json
29,know,373395_Questionnaire.json
29,'INTERAC,373395_Questionnaire.json
29,Flash',373395_Questionnaire.json
29,as,373395_Questionnaire.json
29,debit,373395_Questionnaire.json
29,"tap,",373395_Questionnaire.json
29,or,373395_Questionnaire.json
29,contactless,373395_Questionnaire.json
29,debit.,373395_Questionnaire.json
29,I,373395_Questionnaire.json
29,am,373395_Questionnaire.json
29,not,373395_Questionnaire.json
29,referring,373395_Questionnaire.json
29,to,373395_Questionnaire.json
29,credit,373395_Questionnaire.json
29,card,373395_Questionnaire.json
29,"tap,",373395_Questionnaire.json
29,but,373395_Questionnaire.json
29,only,373395_Questionnaire.json
29,debit,373395_Questionnaire.json
29,tap.,373395_Questionnaire.json
30,SINGLE,373395_Questionnaire.json
30,SELECTION,373395_Questionnaire.json
31,*,373395_Questionnaire.json
31,Yes,373395_Questionnaire.json
32,*,373395_Questionnaire.json
32,No,373395_Questionnaire.json
33,S4.,373395_Questionnaire.json
33,Does,373395_Questionnaire.json
33,your,373395_Questionnaire.json
33,business,373395_Questionnaire.json
33,currently,373395_Questionnaire.json
33,accept,373395_Questionnaire.json
33,INTERAC,373395_Questionnaire.json
33,"Flash,",373395_Questionnaire.json
33,also,373395_Questionnaire.json
33,known,373395_Questionnaire.json
33,as,373395_Questionnaire.json
33,debit,373395_Questionnaire.json
33,tap?,373395_Questionnaire.json
34,SINGLE,373395_Questionnaire.json
34,SELECTION,373395_Questionnaire.json
35,*,373395_Questionnaire.json
35,Yes,373395_Questionnaire.json
35,-,373395_Questionnaire.json
35,CONTINUE,373395_Questionnaire.json
35,TO,373395_Questionnaire.json
35,S4A,373395_Questionnaire.json
36,*,373395_Questionnaire.json
36,No,373395_Questionnaire.json
36,-,373395_Questionnaire.json
36,CONTINUE,373395_Questionnaire.json
36,TO,373395_Questionnaire.json
36,S5,373395_Questionnaire.json
37,IF,373395_Questionnaire.json
37,"YES,",373395_Questionnaire.json
37,ASK,373395_Questionnaire.json
37,S4A:,373395_Questionnaire.json
37,To,373395_Questionnaire.json
37,the,373395_Questionnaire.json
37,best,373395_Questionnaire.json
37,of,373395_Questionnaire.json
37,your,373395_Questionnaire.json
37,"knowledge,",373395_Questionnaire.json
37,of,373395_Questionnaire.json
37,all,373395_Questionnaire.json
37,your,373395_Questionnaire.json
37,customers,373395_Questionnaire.json
37,that,373395_Questionnaire.json
37,pay,373395_Questionnaire.json
37,with,373395_Questionnaire.json
37,"debit,",373395_Questionnaire.json
37,what,373395_Questionnaire.json
37,percentage,373395_Questionnaire.json
37,pay,373395_Questionnaire.json
37,with,373395_Questionnaire.json
37,debit,373395_Questionnaire.json
37,tap?,373395_Questionnaire.json
37,-,373395_Questionnaire.json
37,remember,373395_Questionnaire.json
37,this,373395_Questionnaire.json
37,is,373395_Questionnaire.json
37,debit,373395_Questionnaire.json
37,tap,373395_Questionnaire.json
37,"only,",373395_Questionnaire.json
37,not,373395_Questionnaire.json
37,credit,373395_Questionnaire.json
37,card,373395_Questionnaire.json
37,tap.,373395_Questionnaire.json
38,[WRITE,373395_Questionnaire.json
38,IN,373395_Questionnaire.json
38,PERCENTAGE,373395_Questionnaire.json
38,(PN:,373395_Questionnaire.json
38,Range,373395_Questionnaire.json
38,of,373395_Questionnaire.json
38,0-100%)],373395_Questionnaire.json
39,ASK,373395_Questionnaire.json
39,S4B:,373395_Questionnaire.json
39,Approximately,373395_Questionnaire.json
39,what,373395_Questionnaire.json
39,percentage,373395_Questionnaire.json
39,of,373395_Questionnaire.json
39,your,373395_Questionnaire.json
39,payment,373395_Questionnaire.json
39,terminals,373395_Questionnaire.json
39,are,373395_Questionnaire.json
39,currently,373395_Questionnaire.json
39,setup,373395_Questionnaire.json
39,to,373395_Questionnaire.json
39,accept,373395_Questionnaire.json
39,INTERAC,373395_Questionnaire.json
39,Flash?,373395_Questionnaire.json
40,SINGLE,373395_Questionnaire.json
40,SELECTION,373395_Questionnaire.json
41,*,373395_Questionnaire.json
41,50%,373395_Questionnaire.json
41,OR,373395_Questionnaire.json
41,MORE,373395_Questionnaire.json
41,-,373395_Questionnaire.json
41,CONTINUE,373395_Questionnaire.json
41,TO,373395_Questionnaire.json
41,S4C,373395_Questionnaire.json
42,*,373395_Questionnaire.json
42,LESS,373395_Questionnaire.json
42,THAN,373395_Questionnaire.json
42,50%,373395_Questionnaire.json
42,-,373395_Questionnaire.json
42,"TERMINATE,",373395_Questionnaire.json
42,RECORD,373395_Questionnaire.json
42,ID,373395_Questionnaire.json
43,IF,373395_Questionnaire.json
43,'50%,373395_Questionnaire.json
43,OR,373395_Questionnaire.json
43,"MORE',",373395_Questionnaire.json
43,ASK,373395_Questionnaire.json
43,S4C:,373395_Questionnaire.json
43,For,373395_Questionnaire.json
43,this,373395_Questionnaire.json
43,study,373395_Questionnaire.json
43,we're,373395_Questionnaire.json
43,are,373395_Questionnaire.json
43,looking,373395_Questionnaire.json
43,for,373395_Questionnaire.json
43,people,373395_Questionnaire.json
43,who,373395_Questionnaire.json
43,do,373395_Questionnaire.json
43,not,373395_Questionnaire.json
43,currently,373395_Questionnaire.json
43,accept,373395_Questionnaire.json
43,INTERAC,373395_Questionnaire.json
43,"Flash,",373395_Questionnaire.json
43,but,373395_Questionnaire.json
43,would,373395_Questionnaire.json
43,you,373395_Questionnaire.json
43,be,373395_Questionnaire.json
43,willing,373395_Questionnaire.json
43,to,373395_Questionnaire.json
43,participating,373395_Questionnaire.json
43,in,373395_Questionnaire.json
43,a,373395_Questionnaire.json
43,future,373395_Questionnaire.json
43,study,373395_Questionnaire.json
43,for,373395_Questionnaire.json
43,those,373395_Questionnaire.json
43,who,373395_Questionnaire.json
43,do,373395_Questionnaire.json
43,accept,373395_Questionnaire.json
43,INTERAC,373395_Questionnaire.json
43,Flash?,373395_Questionnaire.json
44,SINGLE,373395_Questionnaire.json
44,SELECTION,373395_Questionnaire.json
45,*,373395_Questionnaire.json
45,Yes,373395_Questionnaire.json
45,-,373395_Questionnaire.json
45,"TERMINATE,",373395_Questionnaire.json
45,RECORD,373395_Questionnaire.json
45,ID,373395_Questionnaire.json
46,*,373395_Questionnaire.json
46,No,373395_Questionnaire.json
46,-,373395_Questionnaire.json
46,TERMINATE,373395_Questionnaire.json
47,S5.,373395_Questionnaire.json
47,Has,373395_Questionnaire.json
47,your,373395_Questionnaire.json
47,business,373395_Questionnaire.json
47,ever,373395_Questionnaire.json
47,accepted,373395_Questionnaire.json
47,INTERAC,373395_Questionnaire.json
47,Flash,373395_Questionnaire.json
47,or,373395_Questionnaire.json
47,debit,373395_Questionnaire.json
47,tap?,373395_Questionnaire.json
48,SINGLE,373395_Questionnaire.json
48,SELECTION,373395_Questionnaire.json
49,*,373395_Questionnaire.json
49,Yes,373395_Questionnaire.json
49,-,373395_Questionnaire.json
49,TERMINATE,373395_Questionnaire.json
50,*,373395_Questionnaire.json
50,No,373395_Questionnaire.json
51,IF,373395_Questionnaire.json
51,"YES,",373395_Questionnaire.json
51,ASK,373395_Questionnaire.json
51,S5a:,373395_Questionnaire.json
51,What,373395_Questionnaire.json
51,are,373395_Questionnaire.json
51,the,373395_Questionnaire.json
51,reasons,373395_Questionnaire.json
51,why,373395_Questionnaire.json
51,you,373395_Questionnaire.json
51,stopped,373395_Questionnaire.json
51,accepting,373395_Questionnaire.json
51,INTERAC,373395_Questionnaire.json
51,Flash?,373395_Questionnaire.json
52,SELECT,373395_Questionnaire.json
52,MULTIPLE,373395_Questionnaire.json
53,*,373395_Questionnaire.json
53,Additional,373395_Questionnaire.json
53,fees,373395_Questionnaire.json
54,*,373395_Questionnaire.json
54,Too,373395_Questionnaire.json
54,much,373395_Questionnaire.json
54,hassle,373395_Questionnaire.json
54,or,373395_Questionnaire.json
54,time,373395_Questionnaire.json
55,*,373395_Questionnaire.json
55,No,373395_Questionnaire.json
55,clear,373395_Questionnaire.json
55,value,373395_Questionnaire.json
55,for,373395_Questionnaire.json
55,your,373395_Questionnaire.json
55,business,373395_Questionnaire.json
55,or,373395_Questionnaire.json
55,your,373395_Questionnaire.json
55,customers,373395_Questionnaire.json
56,*,373395_Questionnaire.json
56,Issues,373395_Questionnaire.json
56,related,373395_Questionnaire.json
56,to,373395_Questionnaire.json
56,your,373395_Questionnaire.json
56,terminal,373395_Questionnaire.json
57,*,373395_Questionnaire.json
57,Issues,373395_Questionnaire.json
57,integrating,373395_Questionnaire.json
57,it,373395_Questionnaire.json
57,with,373395_Questionnaire.json
57,your,373395_Questionnaire.json
57,existing,373395_Questionnaire.json
57,system,373395_Questionnaire.json
58,*,373395_Questionnaire.json
58,Security,373395_Questionnaire.json
58,concerns,373395_Questionnaire.json
59,*,373395_Questionnaire.json
59,Charge,373395_Questionnaire.json
59,back,373395_Questionnaire.json
59,concerns,373395_Questionnaire.json
60,*,373395_Questionnaire.json
60,Other:,373395_Questionnaire.json
60,TYPE,373395_Questionnaire.json
60,BUT,373395_Questionnaire.json
60,DON'T,373395_Questionnaire.json
60,CODE,373395_Questionnaire.json
61,S6.,373395_Questionnaire.json
61,In,373395_Questionnaire.json
61,the,373395_Questionnaire.json
61,past,373395_Questionnaire.json
61,"year,",373395_Questionnaire.json
61,approximately,373395_Questionnaire.json
61,how,373395_Questionnaire.json
61,many,373395_Questionnaire.json
61,debit,373395_Questionnaire.json
61,card,373395_Questionnaire.json
61,transactions,373395_Questionnaire.json
61,did,373395_Questionnaire.json
61,your,373395_Questionnaire.json
61,business,373395_Questionnaire.json
61,have?,373395_Questionnaire.json
61,[PN:,373395_Questionnaire.json
61,Interview,373395_Questionnaire.json
61,read,373395_Questionnaire.json
61,as,373395_Questionnaire.json
61,needed:,373395_Questionnaire.json
61,The,373395_Questionnaire.json
61,number,373395_Questionnaire.json
61,of,373395_Questionnaire.json
61,times,373395_Questionnaire.json
61,your,373395_Questionnaire.json
61,customers,373395_Questionnaire.json
61,paid,373395_Questionnaire.json
61,with,373395_Questionnaire.json
61,their,373395_Questionnaire.json
61,debit,373395_Questionnaire.json
61,cards.],373395_Questionnaire.json
62,SINGLE,373395_Questionnaire.json
62,SELECTION,373395_Questionnaire.json
63,*,373395_Questionnaire.json
63,Less,373395_Questionnaire.json
63,than,373395_Questionnaire.json
63,"10,000",373395_Questionnaire.json
63,-,373395_Questionnaire.json
63,RECORD,373395_Questionnaire.json
63,AS,373395_Questionnaire.json
63,MICRO,373395_Questionnaire.json
63,/,373395_Questionnaire.json
63,CHECK,373395_Questionnaire.json
63,QUOTA,373395_Questionnaire.json
64,*,373395_Questionnaire.json
64,Between,373395_Questionnaire.json
64,"10,000-1M",373395_Questionnaire.json
64,-,373395_Questionnaire.json
64,RECORD,373395_Questionnaire.json
64,AS,373395_Questionnaire.json
64,SMALL,373395_Questionnaire.json
64,/,373395_Questionnaire.json
64,CHECK,373395_Questionnaire.json
64,QUOTA,373395_Questionnaire.json
65,*,373395_Questionnaire.json
65,Over,373395_Questionnaire.json
65,1M,373395_Questionnaire.json
65,-,373395_Questionnaire.json
65,TERMINATE,373395_Questionnaire.json
66,S7.,373395_Questionnaire.json
66,What,373395_Questionnaire.json
66,is,373395_Questionnaire.json
66,the,373395_Questionnaire.json
66,average,373395_Questionnaire.json
66,amount,373395_Questionnaire.json
66,your,373395_Questionnaire.json
66,customers,373395_Questionnaire.json
66,spend,373395_Questionnaire.json
66,per,373395_Questionnaire.json
66,"transaction,",373395_Questionnaire.json
66,regardless,373395_Questionnaire.json
66,of,373395_Questionnaire.json
66,the,373395_Questionnaire.json
66,payment,373395_Questionnaire.json
66,method?,373395_Questionnaire.json
67,DO,373395_Questionnaire.json
67,NOT,373395_Questionnaire.json
67,READ,373395_Questionnaire.json
67,LIST,373395_Questionnaire.json
68,SINGLE,373395_Questionnaire.json
68,SELECTION,373395_Questionnaire.json
69,*,373395_Questionnaire.json
69,Under,373395_Questionnaire.json
69,$10,373395_Questionnaire.json
69,per,373395_Questionnaire.json
69,transaction,373395_Questionnaire.json
70,*,373395_Questionnaire.json
70,$10,373395_Questionnaire.json
70,-,373395_Questionnaire.json
70,$25,373395_Questionnaire.json
70,per,373395_Questionnaire.json
70,transaction,373395_Questionnaire.json
71,*,373395_Questionnaire.json
71,$26,373395_Questionnaire.json
71,-,373395_Questionnaire.json
71,$50,373395_Questionnaire.json
71,per,373395_Questionnaire.json
71,transaction,373395_Questionnaire.json
72,*,373395_Questionnaire.json
72,$51,373395_Questionnaire.json
72,-,373395_Questionnaire.json
72,$75,373395_Questionnaire.json
